Type,Date,Price
Growth Fund,4/23/2002,8.6920
Growth Fund,4/24/2002,8.6970
Growth Fund,4/25/2002,8.6860
Growth Fund,4/26/2002,8.6510
Growth Fund,4/29/2002,8.6040
Growth Fund,4/30/2002,8.6530
Growth Fund,5/2/2002,8.7580
Growth Fund,5/3/2002,8.7670
Growth Fund,5/6/2002,8.6980
Growth Fund,5/7/2002,8.6650
Growth Fund,5/8/2002,8.7250
Growth Fund,5/9/2002,8.7070
Growth Fund,5/10/2002,8.6720
Growth Fund,5/13/2002,8.7000
Growth Fund,5/14/2002,8.7170
Growth Fund,5/15/2002,8.8090
Growth Fund,5/16/2002,8.8310
Growth Fund,5/17/2002,8.9220
Growth Fund,5/20/2002,8.9220
Growth Fund,5/21/2002,8.8280
Growth Fund,5/22/2002,8.8600
Growth Fund,5/23/2002,8.8170
Growth Fund,5/24/2002,8.8110
Growth Fund,5/27/2002,8.7820
Growth Fund,5/28/2002,8.7780
Growth Fund,5/29/2002,8.7370
Growth Fund,5/30/2002,8.7160
Growth Fund,5/31/2002,8.6840
Growth Fund,6/3/2002,8.6810
Growth Fund,6/4/2002,8.6370
Growth Fund,6/5/2002,8.6430
Growth Fund,6/6/2002,8.6190
Growth Fund,6/7/2002,8.5670
Growth Fund,6/10/2002,8.5780
Growth Fund,6/11/2002,8.5300
Growth Fund,6/12/2002,8.4920
Growth Fund,6/13/2002,8.4510
Growth Fund,6/14/2002,8.3610
Growth Fund,6/17/2002,8.3730
Growth Fund,6/18/2002,8.3950
Growth Fund,6/19/2002,8.2800
Growth Fund,6/20/2002,8.2890
Growth Fund,6/21/2002,8.2340
Growth Fund,6/24/2002,8.2350
Growth Fund,6/25/2002,8.2160
Growth Fund,6/26/2002,8.1180
Growth Fund,6/27/2002,8.2020
Growth Fund,6/28/2002,8.3150
Growth Fund,7/2/2002,8.1860
Growth Fund,7/3/2002,8.1880
Growth Fund,7/4/2002,8.2510
Growth Fund,7/5/2002,8.3660
Growth Fund,7/8/2002,8.3820
Growth Fund,7/9/2002,8.3830
Growth Fund,7/10/2002,8.2540
Growth Fund,7/11/2002,8.1210
Growth Fund,7/12/2002,8.1430
Growth Fund,7/15/2002,8.0700
Growth Fund,7/16/2002,7.9870
Growth Fund,7/17/2002,7.9930
Growth Fund,7/18/2002,8.0220
Growth Fund,7/19/2002,7.8710
Growth Fund,7/22/2002,7.6800
Growth Fund,7/23/2002,7.6550
Growth Fund,7/24/2002,7.5870
Growth Fund,7/25/2002,7.6040
Growth Fund,7/26/2002,7.5160
Growth Fund,7/29/2002,7.6780
Growth Fund,7/30/2002,7.7820
Growth Fund,7/31/2002,7.8150
Growth Fund,8/1/2002,7.6980
Growth Fund,8/2/2002,7.6250
Growth Fund,8/5/2002,7.4830
Growth Fund,8/6/2002,7.4400
Growth Fund,8/7/2002,7.5830
Growth Fund,8/8/2002,7.6550
Growth Fund,8/9/2002,7.7160
Growth Fund,8/12/2002,7.6590
Growth Fund,8/13/2002,7.6750
Growth Fund,8/14/2002,7.7050
Growth Fund,8/15/2002,7.8060
Growth Fund,8/16/2002,7.8290
Growth Fund,8/19/2002,7.8510
Growth Fund,8/20/2002,7.8600
Growth Fund,8/21/2002,7.9070
Growth Fund,8/22/2002,7.9490
Growth Fund,8/23/2002,7.8880
Growth Fund,8/26/2002,7.8950
Growth Fund,8/27/2002,7.8850
Growth Fund,8/28/2002,7.7870
Growth Fund,8/29/2002,7.7360
Growth Fund,8/30/2002,7.7370
Growth Fund,9/2/2002,7.6920
Growth Fund,9/3/2002,7.5670
Growth Fund,9/4/2002,7.5680
Growth Fund,9/5/2002,7.5320
Growth Fund,9/6/2002,7.5670
Growth Fund,9/9/2002,7.5790
Growth Fund,9/10/2002,7.6450
Growth Fund,9/11/2002,7.6760
Growth Fund,9/12/2002,7.6300
Growth Fund,9/13/2002,7.5320
Growth Fund,9/16/2002,7.4600
Growth Fund,9/17/2002,7.5000
Growth Fund,9/18/2002,7.4070
Growth Fund,9/19/2002,7.3640
Growth Fund,9/20/2002,7.2930
Growth Fund,9/23/2002,7.2080
Growth Fund,9/24/2002,7.1300
Growth Fund,9/25/2002,7.1350
Growth Fund,9/26/2002,7.2610
Growth Fund,9/27/2002,7.2530
Growth Fund,9/30/2002,7.1360
Growth Fund,10/1/2002,7.1360
Growth Fund,10/2/2002,7.1630
Growth Fund,10/3/2002,7.0890
Growth Fund,10/4/2002,7.0510
Growth Fund,10/7/2002,6.9410
Growth Fund,10/8/2002,6.9510
Growth Fund,10/9/2002,6.9010
Growth Fund,10/10/2002,6.8950
Growth Fund,10/11/2002,7.0220
Growth Fund,10/14/2002,7.0220
Growth Fund,10/15/2002,7.2540
Growth Fund,10/16/2002,7.2410
Growth Fund,10/17/2002,7.3290
Growth Fund,10/18/2002,7.3630
Growth Fund,10/21/2002,7.3550
Growth Fund,10/22/2002,7.3050
Growth Fund,10/23/2002,7.3610
Growth Fund,10/24/2002,7.3610
Growth Fund,10/25/2002,7.3860
Growth Fund,10/28/2002,7.4450
Growth Fund,10/29/2002,7.3410
Growth Fund,10/30/2002,7.3610
Growth Fund,10/31/2002,7.3660
Growth Fund,11/1/2002,7.3570
Growth Fund,11/4/2002,7.4840
Growth Fund,11/5/2002,7.5180
Growth Fund,11/6/2002,7.5440
Growth Fund,11/7/2002,7.5340
Growth Fund,11/8/2002,7.4890
Growth Fund,11/11/2002,7.3730
Growth Fund,11/12/2002,7.4030
Growth Fund,11/13/2002,7.3790
Growth Fund,11/14/2002,7.4300
Growth Fund,11/15/2002,7.5230
Growth Fund,11/18/2002,7.4930
Growth Fund,11/19/2002,7.4900
Growth Fund,11/20/2002,7.5030
Growth Fund,11/21/2002,7.5920
Growth Fund,11/22/2002,7.6220
Growth Fund,11/25/2002,7.6300
Growth Fund,11/26/2002,7.5610
Growth Fund,11/27/2002,7.5940
Growth Fund,11/28/2002,7.6800
Growth Fund,11/29/2002,7.6670
Growth Fund,12/2/2002,7.6750
Growth Fund,12/3/2002,7.6430
Growth Fund,12/4/2002,7.5600
Growth Fund,12/5/2002,7.5200
Growth Fund,12/6/2002,7.5290
Growth Fund,12/9/2002,7.4590
Growth Fund,12/10/2002,7.4690
Growth Fund,12/11/2002,7.4640
Growth Fund,12/12/2002,7.4670
Growth Fund,12/13/2002,7.4250
Growth Fund,12/16/2002,7.4540
Growth Fund,12/17/2002,7.4740
Growth Fund,12/18/2002,7.3760
Growth Fund,12/19/2002,7.3790
Growth Fund,12/20/2002,7.4190
Growth Fund,12/23/2002,7.4150
Growth Fund,12/24/2002,7.4220
Growth Fund,12/27/2002,7.3630
Growth Fund,12/30/2002,7.3410
Growth Fund,12/31/2002,7.3720
Growth Fund,1/2/2003,7.4200
Growth Fund,1/3/2003,7.5020
Growth Fund,1/6/2003,7.5880
Growth Fund,1/7/2003,7.5300
Growth Fund,1/8/2003,7.4840
Growth Fund,1/9/2003,7.5210
Growth Fund,1/10/2003,7.5530
Growth Fund,1/13/2003,7.5940
Growth Fund,1/14/2003,7.6260
Growth Fund,1/15/2003,7.6150
Growth Fund,1/16/2003,7.5820
Growth Fund,1/17/2003,7.5220
Growth Fund,1/20/2003,7.4790
Growth Fund,1/21/2003,7.4550
Growth Fund,1/22/2003,7.4210
Growth Fund,1/23/2003,7.4570
Growth Fund,1/24/2003,7.3890
Growth Fund,1/27/2003,7.2640
Growth Fund,1/28/2003,7.2790
Growth Fund,1/29/2003,7.2550
Growth Fund,1/30/2003,7.2380
