Type,Date,Price
GC Equity Fund,7/20/2006,131.58
GC Equity Fund,7/21/2006,131.77
GC Equity Fund,7/22/2006,131.77
GC Equity Fund,7/23/2006,131.77
GC Equity Fund,7/24/2006,130.76
GC Equity Fund,7/25/2006,131.25
GC Equity Fund,7/26/2006,131.24
GC Equity Fund,7/27/2006,133.11
GC Equity Fund,7/28/2006,133
GC Equity Fund,7/29/2006,133
GC Equity Fund,7/30/2006,133
GC Equity Fund,7/31/2006,132.69
GC Equity Fund,8/1/2006,132.38
GC Equity Fund,8/2/2006,133.36
GC Equity Fund,8/3/2006,133.36
GC Equity Fund,8/4/2006,132.37
GC Equity Fund,8/5/2006,132.37
GC Equity Fund,8/6/2006,132.37
GC Equity Fund,8/7/2006,132.44
GC Equity Fund,8/8/2006,133.81
GC Equity Fund,8/9/2006,135.76
GC Equity Fund,8/10/2006,135.76
GC Equity Fund,8/11/2006,136.14
GC Equity Fund,8/12/2006,136.14
GC Equity Fund,8/13/2006,136.14
GC Equity Fund,8/14/2006,137.01
GC Equity Fund,8/15/2006,136.51
GC Equity Fund,8/16/2006,137.97
GC Equity Fund,8/17/2006,138.16
GC Equity Fund,8/18/2006,137.96
GC Equity Fund,8/19/2006,137.96
GC Equity Fund,8/20/2006,137.96
GC Equity Fund,8/21/2006,134.51
GC Equity Fund,8/22/2006,135.58
GC Equity Fund,8/23/2006,134.88
GC Equity Fund,8/24/2006,134.18
GC Equity Fund,8/25/2006,133.58
GC Equity Fund,8/26/2006,133.58
GC Equity Fund,8/27/2006,133.58
GC Equity Fund,8/28/2006,132.57
GC Equity Fund,8/29/2006,133.55
GC Equity Fund,8/30/2006,135.03
GC Equity Fund,8/31/2006,135.51
GC Equity Fund,9/1/2006,136.29
GC Equity Fund,9/2/2006,136.29
GC Equity Fund,9/3/2006,136.29
GC Equity Fund,9/4/2006,138.41
GC Equity Fund,9/5/2006,138.11
GC Equity Fund,9/6/2006,137.71
GC Equity Fund,9/7/2006,137.51
GC Equity Fund,9/8/2006,137.4
GC Equity Fund,9/9/2006,137.4
GC Equity Fund,9/10/2006,137.4
GC Equity Fund,9/11/2006,136
GC Equity Fund,9/12/2006,135.11
GC Equity Fund,9/13/2006,135.88
GC Equity Fund,9/14/2006,135.68
GC Equity Fund,9/15/2006,136.36
GC Equity Fund,9/16/2006,136.36
GC Equity Fund,9/17/2006,136.36
GC Equity Fund,9/18/2006,139.09
GC Equity Fund,9/19/2006,139.47
GC Equity Fund,9/20/2006,139.96
GC Equity Fund,9/21/2006,141.04
GC Equity Fund,9/22/2006,141.13
GC Equity Fund,9/23/2006,141.13
GC Equity Fund,9/24/2006,141.13
GC Equity Fund,9/25/2006,140.52
GC Equity Fund,9/26/2006,138.74
GC Equity Fund,9/27/2006,140.02
GC Equity Fund,9/28/2006,139.32
GC Equity Fund,9/29/2006,139.51
GC Equity Fund,9/30/2006,139.51
GC Equity Fund,10/1/2006,139.51
GC Equity Fund,10/2/2006,139.51
GC Equity Fund,10/3/2006,140.18
GC Equity Fund,10/4/2006,139.97
GC Equity Fund,10/5/2006,141.74
GC Equity Fund,10/6/2006,141.34
GC Equity Fund,10/7/2006,141.34
GC Equity Fund,10/8/2006,141.34
GC Equity Fund,10/9/2006,140.64
GC Equity Fund,10/10/2006,141.42
GC Equity Fund,10/11/2006,141.9
GC Equity Fund,10/12/2006,141.4
GC Equity Fund,10/13/2006,142.57
GC Equity Fund,10/14/2006,142.57
GC Equity Fund,10/15/2006,142.57
GC Equity Fund,10/16/2006,142.65
GC Equity Fund,10/17/2006,142.15
GC Equity Fund,10/18/2006,142.14
GC Equity Fund,10/19/2006,142.33
GC Equity Fund,10/20/2006,143.4
GC Equity Fund,10/21/2006,143.4
GC Equity Fund,10/22/2006,143.4
GC Equity Fund,10/23/2006,143.19
GC Equity Fund,10/24/2006,143.28
GC Equity Fund,10/25/2006,143.47
GC Equity Fund,10/26/2006,144.64
GC Equity Fund,10/27/2006,144.14
GC Equity Fund,10/28/2006,144.14
GC Equity Fund,10/29/2006,144.14
GC Equity Fund,10/30/2006,144.14
