Type,Date,Price
Global Bond Fund,7/7/2009,104.98
Global Bond Fund,7/8/2009,105.16
Global Bond Fund,7/9/2009,105.22
Global Bond Fund,7/10/2009,105.86
Global Bond Fund,7/11/2009,105.86
Global Bond Fund,7/12/2009,105.86
Global Bond Fund,7/13/2009,105.82
Global Bond Fund,7/14/2009,105.58
Global Bond Fund,7/15/2009,105.17
Global Bond Fund,7/16/2009,105.6
Global Bond Fund,7/17/2009,105.65
Global Bond Fund,7/18/2009,105.65
Global Bond Fund,7/19/2009,105.65
Global Bond Fund,7/20/2009,105.74
Global Bond Fund,7/21/2009,106.51
Global Bond Fund,7/22/2009,106.39
Global Bond Fund,7/23/2009,106.21
Global Bond Fund,7/24/2009,105.78
Global Bond Fund,7/25/2009,105.78
Global Bond Fund,7/26/2009,105.78
Global Bond Fund,7/27/2009,105.89
Global Bond Fund,7/28/2009,106.26
Global Bond Fund,7/29/2009,106.32
Global Bond Fund,7/30/2009,105.83
Global Bond Fund,7/31/2009,106.55
Global Bond Fund,8/1/2009,106.55
Global Bond Fund,8/2/2009,106.55
Global Bond Fund,8/3/2009,106.97
Global Bond Fund,8/4/2009,107.45
Global Bond Fund,8/5/2009,107.51
Global Bond Fund,8/6/2009,107.63
Global Bond Fund,8/7/2009,106.79
Global Bond Fund,8/8/2009,106.79
Global Bond Fund,8/9/2009,106.79
Global Bond Fund,8/10/2009,106.18
Global Bond Fund,8/11/2009,106.18
Global Bond Fund,8/12/2009,106.36
Global Bond Fund,8/13/2009,106.89
Global Bond Fund,8/14/2009,107.86
Global Bond Fund,8/15/2009,107.86
Global Bond Fund,8/16/2009,107.86
Global Bond Fund,8/17/2009,107.67
Global Bond Fund,8/18/2009,107.32
Global Bond Fund,8/19/2009,107.75
Global Bond Fund,8/20/2009,108.11
Global Bond Fund,8/21/2009,107.93
Global Bond Fund,8/22/2009,107.93
Global Bond Fund,8/23/2009,107.93
Global Bond Fund,8/24/2009,108.34
Global Bond Fund,8/25/2009,108.4
Global Bond Fund,8/26/2009,108.51
Global Bond Fund,8/27/2009,108.32
Global Bond Fund,8/28/2009,108.87
